title,description,link
Prince’s Pampered Wife,"By a curse passed down from generation to generation, he was destined to live a solitary life, but then he met the evil Suliuan. ""Sir, someone wants to push your wife into the water!"" No hurry, throw them into the well. ""Lord, someone is openly insulting her!"" ""Do not worry, chop him on the road."" ""Sir, your wife has run away again."" ""No hurry Wait, which way?!"" He had everything under control, bu More.",https://readmanganato.com/manga-pb992610
"Blue Night, Ronde of Ecstasy","Kang Seo Yoon, an ordinary office worker, is captivated by the performance of pianist Ahn Hee Won.But one day, she was in the concert hall when no one was left. She witnessed Ahn Hee Won aiding the murder case and played the piano in a pool of blood?And right from that moment, the world of unscrupulous monsters wearing a beautiful cover and eating humans swallowed Kang Seo Yoon's life.So you can o More.",https://readmanganato.com/manga-qn993696
My Sweet Demon Boss,"All of a sudden, my parents decided to play matchmaker and set me up with another man. I don't have a boyfriend and I thought it wouldn't hurt to meet the guy, but it turned out to be my manager, a.k.a. The Demon Boss! Moe is frightened when her parents force her and the Demon Boss to live together on the premise of marriage. But, to her surprise, the manager seems like a totally different More.",https://readmanganato.com/manga-lv989204
Catching Two Birds With One Sweet Princess,"Princess Clara fell in love with the abducted male protagonist. The Young king of Verona, her older brother was the one who kidnapped him from the Neraha Empire. The princess was a side-supporting character in the book Adriana, who helped the protagonist, Prince Daniel escape. ‘I would not live like that. 'So I decided to talk to my older brother who appeared to be scary, with dark More.",https://readmanganato.com/manga-lx988932
Perfect Pink,not found... More.,https://mangakakalot.com/manga/aw934481
Hatarakanai Futari,"A slice-of-life story about two siblings, both jobless shut-ins.Haruko is a teenage girl who shares with her brother a love of laying around the house in sweats, watching television and playing video games. Her brother has a few friends, but Haruko has a lot of problems with social anxiety. The two of them pass their days happily playing together, though their mother worries about how she's go More.",https://readmanganato.com/manga-wa953609
A Story About A Grampa and Granma Returned Back to their Youth.,Another short Twitter manga about an old couple turned young again. More.,https://readmanganato.com/manga-ge983439
An Inferior Relationship,not found... More.,https://mangakakalot.com/manga/xr934480
Doraemon,"From Aku Tenshi: Doraemon, a cat shaped robot which came from the 22nd century in the future, goes back in time in order to help Nobita, a below average lazy kid, to make his life less miserable and improve his descendent's life. With many of Doreamon's gadgets from the future, Nobita's life will never be as the same. It's the start of many interesting adventures after between the More.",https://readmanganato.com/manga-os952775
Pseudo Harem,"A manga about a girl who's really good at acting, and the senpai she likes.
More.",https://readmanganato.com/manga-dj980492
Looking Through You,"Su-hyeon is dating his university senior, Ji-ho, but somehow still feels lonely. Ha-neul, a third year highschooler who has an unrequited love for Su-hyeon, is always eagerly awaiting his tutoring time with Su-hyeon. One day Ha-neul confesses to Su-hyeon but is rejected since Su-hyeon can only see him as a cute student and little brother. The two of them go back to their everyday lives but as More.",https://readmanganato.com/manga-ti996717
Lore Olympus,"Witness what the gods doafter dark. The friendships and the lies, the gossip and the wild parties, and of course, forbidden love. Because it turns out, the gods aren't so different from us after all, especially when it comes to their problems. Stylish and immersive, this is one of mythology's greatest stories -- The Taking of Persephone -- as it's never been told before. More.",https://readmanganato.com/manga-tn996948
Vampires and Knight,"I, a holy male knight, was captured after I lost a war against the vampires. “What, do you really want to die? That isn't going to happen. Embrace me, dear. From now on, you shall be my daughter.” said the silver-haired baby-face queen of the bloodsuckers. She lifted my chin and, with a viciously fanged smile, drew in toward my neck. More.",https://readmanganato.com/manga-lh988964
The Predator's Lovely Fiance,"""You shouldn't have crossed this line, Elisha, if you didn't want it to be like this."" A sturdy arm wrapped around her swaying body. Her head became hazy and an intentional hot sweet sigh was pulled out of her. How the hell did I get myself in this situation' Elisha recalled. This never happened before. Yeah, I remember.' Her future in which she would become the fake concubine to a demonic man fro More.",https://readmanganato.com/manga-mp989850
The Duchess Who Sees Ghosts,"Blessed with the ability to see and communicate with ghosts, Lady Julia Robinharts is always trying to make a quick buck off of her talents. For this self-employed entrepreneur, there is always money to be made in the industry of the supernatural. When Julia sells one of her talismans to a stranger who seemed to be weighed down by an apparition, she learns that kindness isn't always repaid in More.",https://readmanganato.com/manga-li989343
He’s Nothing But Handsome,"Soon after she travels back to an ancient time, Cecilia Irvin, a doctor in the modern-day, wakes up and finds that she has just slept with a man. Soon, she gets pregnant and gives birth to a boy. After everything is settled, she has a few years of peaceful life. However, one day, her son brings her a ""handsome-but-useless"" man who is from the imperial secret office. And then here is a romantic and More.",https://mangakakalot.com/manga/pl934478
Sierra,"The price for a love that should not be paid was terrible ruin.
Sierra prays that she has lost everything she treasured.
'Please, let me make a different choice this time.'
Time rewinds like that, and Sierra is once again faced with a choice.
The time she returned was just one night spent with the one she loved.
In their womb, there was a child they had coldly erased More.",https://mangakakalot.com/manga/vi927124
Beast’s Flower,"Beware the witch in the forest for she may curse you with her stench! So everyone says about Lyla, who was abandoned by her family and cast away to a cabin deep in the woods for being born with a putrid odor. Though she's spent her entire life alone, everything changes the night Viorst comes knocking at her door. When asked why he isn't disgusted by her, he claims it's because he lacks the ability More.",https://mangakakalot.com/manga/nc933816
Vengeful Venomous Consort,"Betrayed by her sister and her lover, prodigious Tang Xueyan was on the verge of death. However, just as she reached her demise, Xueyan was reincarnated in the Purple Moon Realm 200 years later, into the body of Nangong Xue the eldest daughter of the Nangong Family. Nangong Xue used to be a prodigious cultivator too, until she fell prey to an evil plot set up by her brother, lost her cultivation, More.",https://readmanganato.com/manga-tl996946
WEREWOLF KING’S WIFE,"Hundreds of years ago humans and werewolves coexisted peacefully. but due to an incident they started a war. long-standing problems have not found a solution. in the end .. the werewolves made a barrier between their world and the human world, Five hundred years passed.. suddenly the werewolf king declared peace. But on one condition he wants a bride with certain traits of the human race. More.",https://readmanganato.com/manga-tk996945
Two Sions,"Daeho, who has a crush on his friend 'Sion', decides to be courageous and confess to Sion. But then Sion sneers at Daeho's confession which leads to the start of a violent relationshipAfter being hurt by Sion, Daeho feels devastated by the book he was encouraged by to confess... But right at that moment, a strange light emanates from the book and takes Daeho to another world. More.",https://readmanganato.com/manga-qe993787
Minami no Teiou,"Centers around Ginjirou Manda, a loan shark who charges toichi — 10% more interest every 10 days, or 365% every year. Thanks to his unrelenting money-collecting tactics, he is feared as ""Minami no Oni"" or the ""Demon"" of Osaka's Minami business district. More.",https://mangakakalot.com/manga/xt933253
No Home,"Haejoon Goh, who ran from home, and Eunyung Baek, the problem child who lives in a tent.
These two, who met under terrible circumstances, are forced to live together in an abandoned dormitory.
This is a story of difficult growth between two people who hate both the dorm and each other. More.",https://readmanganato.com/manga-kd987738
It’s my first time getting married,"""Ahn Do-woon. Will you marry me?"" Yeon-Bora, the CEO of the popular wedding shop Violet. Propose to national actor Ahn Do-woon! Bora was abused and discriminated against at home because of her parents wrong marriage. By chance, she ran into Dowoon, the opponent of her cousin Jiyoung, who was the target of discrimination. I'm having a one-to-one accident. ""I'm sorry. I was short on my thoughts. So More.",https://readmanganato.com/manga-tj996944
My Unexpected Loved One,"On the eve of Su Wei's wedding, she catches her groom being intimate with another woman. To add insult to injury, the groom doesn't even show up at their wedding. Will she swallow the insult and put up with a marriage without love?Adorable Wife Falling From HeavenTian Jiang Meng QiTin Jing Mng Q More.",https://readmanganato.com/manga-ti996943
One Step Away From Happiness,"One Step to Happy Ending / Selangkah Menuju Happy Ending / Binah has lost her father in an accident and ever since her mother worked hard to earn money for both of them. She often left alone at home while her mother was working. During that time, she met the twins Heeseo and Heewun and soon they became close friends, even closer as family. A few years later, Heewun confessed his feelings to Bin More.",https://readmanganato.com/manga-od992238
Surviving As a Fish,"On the verge of death from the betrayal of his trusted colleague, 'Lee Yoo Shin' sees a ray of light moments before dying. ""Do you want to start a new life again?"" When he came to his senses, there was a vast reservoir in front of him and his body had turned into a fish. Will he be able to overcome all the hardships and return to his family's arms? More.",https://mangakakalot.com/manga/sb928361
I Don’t Like That Smile,"“That cool face of yours… I want to mess it all up” Ritsuki told Sumire at the gym. A game between the school’s most popular boy, Ritsuki and a friend has begun. The game was to win the heart of Sumire, who was rumored to be the biggest slut in school. As Ritsuki becomes closer to Sumire, he starts to see Sumire’s true colors. A bitter sweet love story of 2 people wi More.",https://mangakakalot.com/manga/tz925581
Baby Who Catches The Wind,"As the unfortunate red-hair baby, Tilias is saved at the brink of her death by the beautiful yet penniless Linden family. Reborn as a baby, she's unable to speak or express her gratitude to the Linden family, but that's when she discovers that she sees weather signs on top of people's heads! After countless experiments, she realizes that the weather signs depict people's love affairs. She uses her More.",https://mangakakalot.com/manga/tj930749
"Senior, Don't Run Away","Polar opposites attract.
Yu Sheng doesn’t want friendship, romance, or any social interaction. All she wants is to write horror fiction. That is until her new neighbor, a sports major freshman from her school, begins to chase after her all day long and her life begins to change drastically! More.",https://readmanganato.com/manga-pj993144
"Once Wicked, Always Wicked","I am a successful woman in her 30's excelling at her career. But I guess the tables turn when life seems too perfect. It is just my luck that I woke up as Camilla Elchasis, a character in my favorite novel whose life is filled with trouble. After possessing Camilla's body, I first need to get rid of my ridiculous fianc and his mistress who are fooling around in my house. I must also deal with my h More.",https://mangakakalot.com/manga/sr934473
The Imposter,"""Don't worry, I won't harm you.""Gaeun is enjoying her perfect high school life until she encounters Haeun, her identical twin. Except she doesn't have a twin. Things start getting strange when everyone behaves as though Haeun has always existed, including Gaeun's own family. Now, Gaeun must defend her identity from this imposter.The Imposter, Desiring Me, You Want Me, , mangabuddy is a website de More.",https://readmanganato.com/manga-rt994828
Assassin's Creed: Forgotten Temple,"Read Manhwa on WARNING:, the largest English comic websites has just updated the latest chapter of manhwa ""Assassin's Creed: Forgotten Temple""Summary:Edward Kenway returns to take the leap of faith in an all-new adventure. The high-seas hunt is on for a long-lost treasure left by Those Who Came Before. But this time, The Templars aren't the only ones after the prize. Join history's most cunning p  More.",https://readmanganato.com/manga-so996223
The Tyrant’s Crush,"The tyrant who ruined my life is suddenly kind?!Bland and unexciting Yui Shinohara had lived a mediocre life until one day, she suddenly died and reincarnated into a heroine in a romance novel. Although she got to live her second life as Marilyn, a beautiful girl born into a noble family, her life gets ruined by a tyrant and a villainess. Just before dying a wrongful death, Marilyn is saved by the More.",https://mangakakalot.com/manga/by934472
Some Kind of Marriage,"Meet Daeun Yoo--an independent woman building her career in fashion... until she's transferred to personally assist Joowon Han--a young CEO of a successful fashion business. Throw the gutsy assistant and her egotistic, moody boss in a birthday party, and voilà--a disastrous collision of a two-tier cake smushed between them on the floor for the entire company to see, no less! She anxiously awaits h More.",https://readmanganato.com/manga-rv995356
The Scandalous Secret of the Crown Princess,"Min Bo Ha has magical powers. She could see a person's memory when she touches them. She was abandoned by her family because they considered her powers to be a curse. After being dumped, Bo Ha survives as a boy. One day his father asks her to return home and forced her to become the wife of the Crown Prince to replace her sister who was said to be dead. Bo Ha is forced to enter the palace and marr More.",https://mangakakalot.com/manga/rs927569
There's No Friendship Between the Grand Duke and the Marquis,"One peaceful day, her first ordeal comes before her. Instead of the other twin Ordo , who was sick, she must attend the meeting with the a prince of her age. ""I don't want to go! Why do I have to pretend to be Ordo?"" ""Hey, Ovette. I'll buy you the telescope you said you wanted to have last time."" ""Mom, I will become Ordo more perfectly than anyone else."" Ovette entered the imperial palace with eve More.",https://readmanganato.com/manga-oo991523
Yeon Woo's Innocence,"Yeonwoo possesses such a delicate appearance that he could be mistaken as a female student. However, he has a secret crush on the school idol, Gang Haesol. But the shy and timid Yeonwoo has never said a word to her…
Yeonuui Sunjeong More.",https://readmanganato.com/manga-le988887
Little Matcha Girl,"Poor Matilda. All she wants out of life is to be a RuneTube star sharing her escapades with fellow adventurers from around the world. But when you're the granddaughter of a killer mafia boss, and necromancy is a family tradition, your life plans have a tendency to go awry. More.",https://readmanganato.com/manga-sp995772
Your perfume,"What if you could return to a moment in your memories that can be recalled by a scent? This is the story of a perfumer, who goes by the name J, and the people who are tranced by the perfumes J makes in which the extract of a fragrance is reminiscent of their nostalgia. More.",https://readmanganato.com/manga-ts996853
A Story About a Grandpa and Grandma Who Returned Back to Their Youth,"A Twitter series by the creator of ""Osananajimi ni Najimitai"", this story is about Ine and Shouzou, two pensioners well into their 80s who are mysteriously returned to their 20s one night.
Author's Twitter
Author's Pixiv
Support on Fanbox! More.",https://readmanganato.com/manga-iq985825
Villainess Speedrun Stream,"A man who lost his life in an accident is reincarnated into an otome game world with a mission given by gods who want entertainment. And the background story in the game is that she is incarnated as a villain princess character, which turns out to be a good person but she is instead exiled after that the game will be speedrun and streamed!? He was told the sooner he was exiled the more benefits he More.",https://readmanganato.com/manga-st995376
Updater,"The blacksmith NPC ‘Aidan.'One day, his village gets deleted by the hands of the system moderator and as he and his little sister ‘Elise' perished, he swore to himself.I'll destroy this system with my very hands.It was then…!“You have unlocked moderator perms, Moderator Lv. 1”Aidan wakes up with a new power,Marking the beginning of his journey as a modera More.",https://readmanganato.com/manga-lt988776
Catching Up With Luke Bischel,"Bastian Effenberg, the best duke in the world who had nothing to fear.
She declares that she will marry the kingdom's top monster hunter, Luke Bischel, who is the exact opposite of her! The marriage of two people who are opposites, can it really go smoothly? More.",https://readmanganato.com/manga-nd991286
Catching Up With Luke Bischel,"Bastian Effenberg, the best duke in the world who had nothing to fear.
She declares that she will marry the kingdom's top monster hunter, Luke Bischel, who is the exact opposite of her! The marriage of two people who are opposites, can it really go smoothly? More.",https://readmanganato.com/manga-nd991286
Dragondaily,"Read Manhwa on WARNING:, the largest English comic websites has just updated the latest chapter of manhwa ""Dragondaily""Summary:A runaway noble lady, now a maid at an inn.Meryl Parte, the Count's only daughter, escapes an unwanted marriage and flees to Harp Island to keep a promise to her late mother. After a night at the rundown inn Dragondaily, she wakes up penniless and in bed with More.",https://readmanganato.com/manga-sw996279
A Young Master,".In order to keep his underlings afloat, Kyle enters the Roche Household as a servant. He meets the strange and beautiful young master, Adrian. As Kyle takes care of the abandoned and wayward Adrian, they grow closer through mind and body.. Their relationship grows deeper and whenever Adrian sees Kyle his appetite?! Suddenly Kyle's days of rearing(?) became days dedicated to be Adrian's restaurant More.",https://readmanganato.com/manga-te996939
I’m living with my Mother-in-law!,"It's well-known that living with one's mother-in-law is basically he**. So marrying a poor merchant with no family should be an easy way to avoid that mess, right? Well, that was Elaen's plan until she realizes that her husband, Ahen, lied to her, and is actually the son of the empire's ferocious Grand Wizard, Kanessis Corenea, who she'll have to live with at her palace! Though intimidated at firs More.",https://readmanganato.com/manga-ra994409
Americano-Exodus,"From Easy Going Scans In a world where only females are born with the ability to practice magic, Amel, a boy is born with the ability. In this world, he must conceal he is a male or he will be considered illegal. From the prestigious Espresso family, he/she must prove that only he/she is needed to capture the illicit escapees. Original Webtoon More.",https://readmanganato.com/manga-ea951657
Reborn As a Character That Never Existed,"Reborn As the Character That Never Existed manga read online on mangabuddy!""After meeting her death, Thalia is reborn as the female protagonist's older sister, a character that never existed in the novel she wrote in her past life. She tries hard to get attached to the world inside the novel, but she gets caught up in the thought that everything is just a mere creation of her own. ""Please make Til More.",https://readmanganato.com/manga-ru994977
The Deviless’s Impression of a Princess,"Read manhwa The Deviless's Impression of a PrincessHow to catch a knight? Impersonate a princess!Lilith the Demon Queen longs to meet a knight like the ones she reads about in books. In order to lure one to her castle, she kidnaps a princess and waits. Much to her delight, the knight who shows up is exactly as she pictured him! She decides to disguise herself as the princess to capture his heart More.",https://readmanganato.com/manga-td996938
THE [email protected] Cinderella Girls - After20,This story is about big girls who really love food and booze.Part of THE [emailprotected] series. More.,https://readmanganato.com/manga-tc996937
My Girlfriend Is a Nine-Tailed Fox,"Daewoong wishes to be an actor but faces opposition from his grandfather. He goes to Cheonbosa Temple where his deceased parents are enshrined, and there, he meets a gumiho sealed in a painting by the grandmother samshin for 500 years. Astounded, Daewoong runs away and falls off a cliff, then the gumiho saves him by giving him her fox bead. Thanks to the fox bead, Daewoong comes back to life. At f More.",https://readmanganato.com/manga-tb996936
Only I Can Speak the Ancient Language of Magic,"Waking up in a fantasy novel set in an ancient magical world was confusing enough for Sisha. But on top of that, she happens to be the only person who could read and understand the old texts recovered from the secret library kept hidden for thousands of years Furthermore, to Sisha's surprise, the ancient language of forbidden magic turned out to be none other than modern English! With the emperor More.",https://mangakakalot.com/manga/sf934466
My Former Bias Can’t Find Out,"Read manhwa My Former Bias Can't Find Out / Defend the Secret From My Former Bias! / Sign, fan incognito / !Like many before her, successful BL author Kwon Mina cut her teeth on fanfiction in her youth, writing sordid tales about her favorite stars in sensual scenarios with their bandmates. Now a professional novelist, Mina's determined to write the best romance since the invention of paper and More.",https://readmanganato.com/manga-tz996934
Shuumatsu no Jinrui ni Bunmei wa Hitsuyou desu ka?,"Year XXXX A.D. In this apocalyptic world ruled by ""God,"" humans live as if crawling on the ground. The human race has dwindled to a few people, but in the midst of all this, Kasago blindly believes in ""God"" and engages in the ""civilization recovery"" business, taking civilization away from humans as he is commanded to do. On the other hand, Mebaru, which Kasago met on his way to work, does not even More.",https://mangakakalot.com/manga/rv931967
The Heat of the Reincarnated Villainess,"A detested villainess and a proper prince are instinctually drawn to each other's bodies before they have a chance to develop feelings. What will their destiny be!?
I was reincarnated into the world of the otome game ""Prince of Prince"" as Rose, the hated villainess. Originally, the heroine and the prince were supposed to be attracted to each other, and due to the influence of a special pherom More.",https://readmanganato.com/manga-qk994245
I Will Seduce the Northern Duke,"Read manhwa I Will Seduce the Northern Duke / ""Pretend to be my lover and join the social circle."" Selina, the top star that had the entire world's attention, was suddenly warped to Northern Duke's land during an accident while filming. Kalcion, the Northern Duke that saved her from the infernal beasts, offers Selina a chance to go back home in return for collecting information in various social More.",https://readmanganato.com/manga-pj992366
"Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","In a Fantasy world in which a young girl with the Divine Protection of the Hero battles against the Demon Lord. In that world, Red, the elder brother of that young girl Hero, possessing the Divine Protection of the Guide which only grants a high initial level, fought in the initial party of the Hero.However, with a Divine Protection that only grants a high level but no magic nor martial art nor su More.",https://readmanganato.com/manga-ty996933
Revenge Queen,"Abandoned, framed, tragic ending... A quick-transmigration female supporting lead has had enough! why must a supporting character have to be a contrast to the main lead?! from this world onwards, she has decided to take fate into her own hands, no longer listening to the system's plans! pushing aside all obstacles and difficulties, she fulfils her own dreams, whilst using all sorts of methods More.",https://readmanganato.com/manga-mh989664
I'm the Only One With Genius DNA,"A status window appeared in front of Ryu Young-jun, a researcher at a pharmaceutical company.
Rosalin’s status window, an artificial cell that knows everything about biology. More.",https://readmanganato.com/manga-ku988055
Sex Domination!! -Let’s Decide Who’s On Top Once and For All-,not found... More.,https://mangakakalot.com/manga/st934462
Starfall,"He was born the son of a king, but chose to walk a path that is paved with hardships and struggles. She was born with a flaw that makes her shunned by society. Due to an accidental meeting, a new relationship is beginning to form. Little did they know about the troubles they would face due to their different backgrounds. But, as long as they are together they can fa More.",https://readmanganato.com/manga-ee982239
Crescendo,Aiden met Bryan during a survival idol audition.Now they are preparing to debut as a duo unit named Crescendo. But something happened and everything won't be the same anymore... More.,https://readmanganato.com/manga-tv996930
The Male Lead's Little Lion Daughter,"""I'm going to adopt a child.""Duke Ferio Voreoti's impulsive decision shocked everyone in the mansion.Not only did he make her his daughter, but he also gave her the name of a beast' that only direct members of the bloodline could receive.""Even as you breathe right now, I'm earning money.""""It's confidence, not arrogance.""""My face really does have its advantages.""The most arrogant father in the whol More.",https://readmanganato.com/manga-mr989552
Zero Game,A fantasy/drama story that follows a young girl as she participates in a survival game with the prize being a chance to rebuild her life to be better than the one she had. And the price of failure being her death. More.,https://readmanganato.com/manga-tp970972
Annie Green Hates Girls,"Annie Green, a 16-year-old girl who has always had a hard time getting close to girls, faces the worst rumor going around school... that she hates them! That's not true at all! Annie will fight to deny this false rumor and will try to achieve what she has always wanted: to make friends with girls. Her friends Eugene and Colin will accompany her on this incredible adventure full of misunderstanding More.",https://readmanganato.com/manga-pc992811
Circumstances of Switching Bodies,"The prince was cursed of switching bodies with the woman he spent the night with, and I became the daughter of the duke who could not solve the curse.
Tempted to solve the curse, I seduced him indifferently and spent the night with him. I gave him the antidote, so I stopped paying attention to him…
“Princess, you're leaving me because you weren't satisfied that nig More.",https://readmanganato.com/manga-mn989670
Qian Ren Wei Wang,"After badmouthing the Gods, He Muyan was thrown into the system to be reborn infinitely. He was reincarnated as an elf in his seventh rebirth, when he realized the reality and planned to head in a bad direction before seeing a face he could never forget, his ex-boyfriend, Jin Yuanchen. How could he be here, and why he had become a bandit, and kidnapped He Muyan to be Mrs. Yanzhai (Husband)? More.",https://readmanganato.com/manga-qk993445
Hongshi Loves Me!,"“Hongshi Loves Me!” tells the exciting school life of a 20-year-old 12th grader! Look forward to a school campus sitcom full of affection!
More.",https://readmanganato.com/manga-df981062
King of Martial Arts,"Being kicked out by the sect? Being humiliated by fellows? And being alienated by my lover?None of those could stop me, even if my inner power pool is broken.Wait when I reach the top and become the king of martial arts!The God Warrior King, More.",https://readmanganato.com/manga-nd990460
Tales of A Shinning Sword,"Eunho, the strongest in the yokai realm!He gained the chance to become a human being after losing the woman he loved and killing countless yokai.After passing the gate of reincarnation by accumulating merit for a thousand years to abandon his immortal bodyHe became a human being, held a sword, and learned martial arts for the first time.But this is very easy? More.",https://mangakakalot.com/manga/od934144
I Have An Apocalyptic Dungeon,"A Female President? Then come help me manage the shelter. A Female Special Forces Soldier? Then come and be the captain of the guards.
At the end of the world, titles like CEOs, beautiful women, secretaries, electricians, programmers and all other professions are all no longer useful. Don't be afraid to come to my underground system shelter- as long as you are talented people and human b More.",https://readmanganato.com/manga-li988543
Miss Divine Doctor: Conquer The Demon King,"Jun Jiu, the divine doctor, was killed by her competitor and time travelled to another world. She breaks into a sealed altar, and a mysterious man snatches her chin and forces her Who's this arrogant demon?!MangaToon got authorization from iReader to publish this content, the content is the author's own point of view, and does not represent the stand of MangaToon. More.",https://readmanganato.com/manga-ou992203
My Daughter Is a Musical Genius,"I was crazy about music and dedicated my entire life to it, but I neglected my daughter. I soon started to regret that for the rest of my pathetic life. Just like that, I died, but when I opened my eyes, it was 10 years ago. This time, I vowed to be a good father. By the way, I think my daughter is a musical genius. More.",https://readmanganato.com/manga-mv990130
Reincarnated Princess Loved by Scum,"Due to the scum men who ruined her life, the protagonist Kozue was granted “the ability to recognize scumbags” by God and was reincarnated into another world. She is living her second life as Princess Christa. There, she dreams of being with a wonderful partner, but because of the sudden revival of the Demon King, things take a drastic turn. The King commands Christa to marry the “hero” who defeat More.",https://mangakakalot.com/manga/bt933914
The Tale of a High School Ninja,"Kohana gets manipulated into ""sexual training,"" by her childhood friend Tora who tells her that the experience is necessary for her to be assigned to a mission where she gets to play lovers with her master who she loves. Will she be able to resist as Tora's demands gradually increase? The answer is no. More.",https://readmanganato.com/manga-rv995304
The Male Lead's Nephew Loves Me So Much,"One day, my life suddenly come to an end, but I reincarnated as a the villainess of a romantic novel who is obsessed with and stalks the male lead, ultimately getting sentenced to death for trying to kill the female lead. I decided to try to avoid that by leaving the capital and living peacefully in the countryside, however, my dad requested that I come back to the capital because there was a huge More.",https://readmanganato.com/manga-tu996729
Hero Killer,The story of a young man's revenge on the heroes that failed him. More.,https://readmanganato.com/manga-un971722
Virtual World: Close Combat Mage,"Due to a mistake on his student’s part, a super Martial Artist received the wrong class in an online game and has become a mage. He, who was used to curbing violence with violence and using strength to subdue strength, could only make the best out of this mistake. Taking on a new lease in life, he became a violent close combat mage. When strength and magic came perfectly together, a new More.",https://readmanganato.com/manga-dm981295
Yo-Jo Life!,"Akihiko Shimura, 20 years old (male). When I woke up in the morning, I was a little blonde loli. More.",https://mangakakalot.com/manga/mh923988
My Lv999 Love for Yamada-kun,"Her boyfriend was stolen through an online game!
During this heartbreak, she logged in to the game and met...!? More.",https://readmanganato.com/manga-ei981691
A Falling Cohabitation,"А housewarming party with а Gumiho.
More.",https://readmanganato.com/manga-ec981459
Dark Moon: The Grey City,"After narrowly escaping the threat of the vampires, the werewolf boys try to settle down in a seaside village. They hope for a peaceful school life but instead meet Khan, a boy who has been branded as a devil and is bullied because of it. There's been a death in this quiet village, and with Khan's deep-rooted secret, the boys may be faced with yet another danger... More.",https://readmanganato.com/manga-qi994143
Honey Lemon (CANVAS),"Kyoungmi thought she had it allan amazing best friend, a sweet boyfriend and fame after writing a critically acclaimed drama series. She should be happy Right? Yet, two years later, Kyoungmi is struggling to write the next big thing. Searching for inspiration at a popular new caf, she reunites with old classmates, one of whose feelings for her never truly faded. Could these fateful meetings betwee More.",https://readmanganato.com/manga-qn993822
Exchange Student,"Yong-cheol wants to go to college but gave up due to family problems. She accidentally found a student I.D. And decided to disguise herself as 'Lee Chaeyeon' the owner of the I.D and goes to Hankuk University like a normal student 'I want to make a friends and get close to the seniors and taste the campus life that I wanted!' 'Wait.. The owner of the I.D that I thought had dropped out, appeared!? More.",https://mangakakalot.com/manga/ev927498
The Last Bloodline,"Mallory was a naive college student until she stumbled into the dangerous world of international vampires. After a prophecy names her the new ""Queen of Vampires,"" she needs to earn the title or risk falling into the clutches of those who seek to destroy her. More.",https://readmanganato.com/manga-qj994244
Girl's World,"It seems perfect, but in fact the lonely swans and the good-looking ducks meet and struggle with each other and become real friends ... More.",https://readmanganato.com/manga-zg976615
Re-Possessed,"After his father cuts him off financially, Troy Richardson needs to make some money, and quick! But when his friend Mari gets him a job at the mysterious pawn shop in town, Troy is suddenly thrust into a world of demonically possessed artifacts, killer cults, and spirits from another world that want to destroy ours. Can Troy find a balance between his night time adventures repossessing cursed item More.",https://mangakakalot.com/manga/lc930031
Secretary Deviance,"""Will this relationship change if we kiss?"" Lee Seung-jo, the eldest son of the Jaekyung group, who is said to be the cornerstone of the royal family, and Cho Yi-yeon, who works as Seungjo's secretary while hiding his unrequited love for her. And at the same time, Lee Moon-jo, the illegitimate son of Jaekyung's group, always wants him to win everything. At a certain moment, Lee Yeon's troubles sta More.",https://readmanganato.com/manga-qd993560
The Tax Reaper,"National Tax Service Thug , the bastard of national tax service The protagonist Shin Jaehyun', was called a traitor and lost his job because he reported corruption in his company. He did not become downtrodden and set his goals on becoming a tax official, but due to his unstable family situation, he started wavering. A fated encounter' provides a helping hand to him, and for the one becomi More.",https://readmanganato.com/manga-oi992143
Flawless,"Sarah, accidentally meets a blind guy called Elios. Elios is so mysterious it makes her curious. Is Sarah falling in love? Or maybe there is something behind it all? More.",https://readmanganato.com/manga-xn975322
Never-Ending Darling,"Ha-im Yun lives in a world where people register their DNA into cloning databases, a world where human suffering has basically been eradicated. The brilliant mind behind this cloning technology is none other than Ha-im's boyfriend of five years, Geunhu Ji. Their relationship isn't perfect, but they make it work -- or so Ha-im thinks, until she finds a dead body at her boyfriend's house and the dea More.",https://mangakakalot.com/manga/wy930119
Taekwondo Kid,"Ihn Kim is an explosive Taekwondo fighter who can throw brutal kicks, but his opponents don't take him seriously because he's held back by all the sparring rules. However, changes are coming in the Taekwondo world that just might give Ihn a fighting chance. Can Ihn beat the people who once mocked him and show everyone that his style of Taekwondo is no joke? More.",https://readmanganato.com/manga-pt992502
Martial Arts Reigns,"True Heavens Continent is a place where those with great power can move mountains and overturn seas, kick the stars and step on the moon, punch through the sky and even shatter the earth itself! Ye Ming, a commoner born into a side branch within his family, sincerely and diligently tried to become stronger, hoping to avenge his parents’ deaths. As fate would have it, he obtained the ""Divine Spirit More.",https://readmanganato.com/manga-fd983012
The Dog Diaries,"Happiness, joy, bitterness, sadness that I learned by raising a dog.
I Gave Birth to a Dog More.",https://mangakakalot.com/manga/sj927314
Tensei Shitara Slime Datta Ken: Clayman Revenge,"Taking place after Clayman's defeat in the main story, he reawakens in the past retaining his memory of the events that led to his death.
Will Clayman be able to overturn his fate, and will it be for the better or worse? More.",https://readmanganato.com/manga-nc990911
Type-Moon Gakuen - Chibi Chuki!,"A gag manga written by Hanabana Tsubomi. It features numerous characters from various TYPE-MOON works in a school setting.
More.",https://mangakakalot.com/manga/dp921844
